# index, name, _pos
1485,Y71F9AL.5,"array([ 15.81826841, -18.21570307])"
1486,ZK512.5,"array([49.31861675,  5.76863991])"
1487,Y77E11A.2,"array([14.04659531, 23.09076955])"
1488,ZC168.5,"array([19.56039148, -2.98390917])"
1489,ZC168.6,"array([10.76604303,  0.65739134])"
1490,ZK546.4,"array([25.5814321 , -2.24000139])"
1491,ZK1058.3,"array([37.10856709, 21.76005767])"
1492,ZK353.6,"array([46.26915368,  5.98880488])"
1493,ZK507.6,"array([25.09920379, -9.67184661])"
1494,ZK678.1,"array([24.41130363,  7.80253342])"
1495,ZK938.2,"array([18.55567137, -3.84026347])"
